Public Name,LC Classification Code,Availability,Title,Subjects,Classification Code,ISBN,Author,Network Number,Publication Date,Edition,Publisher,Series,MMS Id,Originating System ID
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"NETL, a system for representing and using real-world knowledge",Engineering & Applied Sciences; Computer Science,Unknown,026225610X; 9780262256100,"Fahlman, Scott E Author",(PQKB)10135285; (PQKBWorkID)10885313; (PQKBTitleCode)TC937676; (PQKBTitleCode)TC0000937676; (PQKBManifestationID)11600262; (SSID)ssj937676; (SSID)ssj0000937676; (CKB)2670000000263561,2003,,MIT Press,,9982748357502771,992670000000263561
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Neural networks for control,Mechanical Engineering; Engineering & Applied Sciences; Mechanical Engineering - General,Unknown,0262291290; 9780262291293,,(PQKB)10820489; (PQKBWorkID)10877522; (PQKBTitleCode)TC937678; (PQKBTitleCode)TC0000937678; (PQKBManifestationID)11565488; (SSID)ssj937678; (SSID)ssj0000937678; (CKB)2670000000263710,1995,,MIT Press,,9982748338402771,992670000000263710
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Overcrowded,,Unknown,0262335824; 9780262335829; 0262035367; 9780262035361,,(CKB)3710000001044043,,,The MIT Press,,9983326083502771,(CKB)3710000001044043
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"Parallel distributed processing. explorations in the microstructure of cognition / Volume 1, Foundations",Social Sciences; Psychology,Unknown,0262181207; 9780262181204; 0262291401; 9780262291408,"Rumelhart, David E Author",(PQKB)11253919; (PQKBWorkID)10885273; (PQKBTitleCode)TC937682; (PQKBTitleCode)TC0000937682; (PQKBManifestationID)11501935; (SSID)ssj937682; (SSID)ssj0000937682; (CKB)2670000000263711,1987,,MIT Press,,9982748501102771,992670000000263711
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"Parallel distributed processing. explorations in the microstructure of cognition / Volume 2, Psychological and biological models",Social Sciences; Psychology,Unknown,0262132184; 9780262132183; 0262291266; 9780262291262,"McClelland, James L Author",(PQKB)11178200; (PQKBWorkID)10877379; (PQKBTitleCode)TC937683; (PQKBTitleCode)TC0000937683; (PQKBManifestationID)11596153; (SSID)ssj937683; (SSID)ssj0000937683; (CKB)2670000000263735,1987,,MIT Press,,9982748694202771,992670000000263735
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Participatory IT Design: Designing for Business and Workplace Realities,Engineering & Applied Sciences; Computer Science,Unknown,0262268876; 9780262268875; 0262512440; 9780262512442,"Bødker, Keld Author",(PQKB)10511584; (PQKBWorkID)10446138; (PQKBTitleCode)TC374354; (PQKBTitleCode)TC0000374354; (PQKBManifestationID)11249445; (SSID)ssj374354; (SSID)ssj0000374354; (CKB)2670000000545005,2004,,MIT Press,,9982751399302771,992670000000545005
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Passive solar buildings,Civil & Environmental Engineering; Engineering & Applied Sciences; Civil Engineering,Unknown,0262310945; 9780262310949,,(PQKB)10637865; (PQKBWorkID)10877002; (PQKBTitleCode)TC937684; (PQKBTitleCode)TC0000937684; (PQKBManifestationID)11502507; (SSID)ssj937684; (SSID)ssj0000937684; (CKB)2670000000263774,2008,,MIT Press,,9982748686502771,992670000000263774
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Perceptrons:An Introduction to Computational Geometry,,Unknown,0262343932; 9780262343930,,(CKB)4100000000771583,,,MIT Press,,9983326079602771,(CKB)4100000000771583
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Performance and Evaluation of LISP Systems,,Unknown,0262256193; 9780262256193,,(CKB)2670000000263565,,,MIT Press,,9982748356602771,992670000000263565
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Perspectives in Space Surveillance,,Unknown,0262338602; 9780262338608,,(CKB)3710000001507795,,,MIT Press,,9983326081302771,(CKB)3710000001507795
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Perspectives on Free and Open Source Software,Engineering & Applied Sciences; Computer Science,Unknown,0262256126; 9780262256124; 1423733290; 9781423733294; 0262062461; 9780262062466,"Feller, Joseph Author",(PQKB)10879338; (PQKBWorkID)10143790; (PQKBTitleCode)TC220283; (PQKBTitleCode)TC0000220283; (PQKBManifestationID)11236938; (SSID)ssj220283; (SSID)ssj0000220283; (CKB)1000000000277992,2005,,MIT Press,,9982797749102771,991000000000277992
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"Perturbations, Optimization, and Statistics",,Unknown,0262337932; 9780262337939,,(CKB)4100000000771584,,,MIT Press,,9983326079502771,(CKB)4100000000771584
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Plato and the Nerd:The Creative Partnership of Humans and Technology,,Unknown,0262341204; 9780262341202; 0262036487; 9780262036481,"Lee, Edward Ashford",(CKB)4100000000771585,,,MIT Press,,9983326079402771,(CKB)4100000000771585
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Portraits in silicon,Electrical & Computer Engineering; Engineering & Applied Sciences; Electrical Engineering,Unknown,0262291428; 9780262291422,"Slater, Robert Author",(PQKB)11729495; (PQKBWorkID)10877523; (PQKBTitleCode)TC937685; (PQKBTitleCode)TC0000937685; (PQKBManifestationID)11600263; (SSID)ssj937685; (SSID)ssj0000937685; (CKB)2670000000263736,1989,,MIT Press,,9982748693502771,992670000000263736
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"Power Lines:Electricity in American Life and Letters, 1882--1952",,Unknown,026234081X; 9780262340816; 0262036371; 9780262036375,"Lieberman, Jennifer L.",(CKB)4100000000396226,,,MIT Press,,9983326080402771,(CKB)4100000000396226
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"Power generation and environmental change symposium of the Committee on Environmental Alteration, American Association for the Advancement of Science, December 28, 1969",Civil & Environmental Engineering; Engineering & Applied Sciences; Environmental Engineering,Unknown,0262268256; 9780262268257,,(PQKB)11090181; (PQKBWorkID)10877144; (PQKBTitleCode)TC937686; (PQKBTitleCode)TC0000937686; (PQKBManifestationID)11502508; (SSID)ssj937686; (SSID)ssj0000937686; (CKB)2670000000263724,2003,,MIT Press,,9982748697102771,992670000000263724
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Programmed Inequality:How Britain Discarded Women Technologists and Lost Its Edge in Computing,,Unknown,0262342936; 9780262342933,,(CKB)3710000001507797,,,MIT Press,,9983326081202771,(CKB)3710000001507797
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Project Icarus MIT student project in systems engineering,Mechanical Engineering; Engineering & Applied Sciences; Aeronautics Engineering & Astronautics,Unknown,0262310988; 9780262310987,,(PQKB)10209430; (PQKBWorkID)10877116; (PQKBTitleCode)TC937689; (PQKBTitleCode)TC0000937689; (PQKBManifestationID)11596154; (SSID)ssj937689; (SSID)ssj0000937689; (CKB)2670000000263769,1979,,MIT Press,,9982748687002771,992670000000263769
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Qualitative Methods for Reasoning under Uncertainty,Computer Science; Engineering & Applied Sciences,Unknown,0262256770; 9780262256773; 0585490228; 9780585490229; 0262528746; 9780262528740; 0262161680; 9780262161688,"Parsons, Simon Author",(PQKB)10061335; (PQKBWorkID)10197924; (PQKBTitleCode)TC231007; (PQKBTitleCode)TC0000231007; (PQKBManifestationID)11187674; (SSID)ssj231007; (SSID)ssj0000231007; (CKB)111087026951838,2001,,MIT Press,,9982748244502771,99111087026951838
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Rebel Genius:Warren S. McCulloch's Transdisciplinary Life in Science,,Unknown,0262335387; 9780262335386; 026203509X; 9780262035095,,(CKB)3710000001507798,,,MIT Press,,9983326081102771,(CKB)3710000001507798
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Resource Management in Real-Time Systems and Networks,Engineering & Applied Sciences; Computer Science,Unknown,1282096648; 9781282096646; 9786612096648; 6612096640; 0262256703; 9780262256704; 0262133768; 9780262133760,"Murthy, C. Siva Ram Author",(PQKB)10906535; (PQKBWorkID)10508126; (PQKBTitleCode)TC519689; (PQKBTitleCode)TC0000519689; (PQKBManifestationID)12175627; (SSID)ssj519689; (SSID)ssj0000519689; (CKB)2420000000001189,2001,,MIT Press,,9982715030502771,992420000000001189
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"Revolutionizing Innovation:Users, Communities, and Open Innovation",,Unknown,0262331527; 9780262331524,,(CKB)3580000000002242,,,MIT Press,,9983024798902771,(CKB)3580000000002242
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Robot Sex : Social and Ethical Implications,,Unknown,0262341980; 9780262341981; 0262036681; 9780262036689,"Danaher, John",(CKB)4340000000208939,,,MIT Press,,9983328999502771,(CKB)4340000000208939
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"Robotics Primer, The",,Unknown,1282096591; 9781282096592; 9786612096594; 6612096594; 0262256630; 9780262256636,,(CKB)2420000000001184,,,MIT Press,,9982715031102771,992420000000001184
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Rogue Archives:Digital Cultural Memory and Media Fandom,,Unknown,0262336766; 9780262336765,,(CKB)3710000001507799,,,MIT Press,,9983326081002771,(CKB)3710000001507799
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Shaping the Network Society: The New Role of Civil Society in Cyberspace,,Unknown,0262283255; 9780262283250; 026219497X; 9780262194976,"Schuler, Douglas Author",(PQKB)10621454; (PQKBWorkID)10175270; (PQKBTitleCode)TC245234; (PQKBTitleCode)TC0000245234; (PQKBManifestationID)11219793; (SSID)ssj245234; (SSID)ssj0000245234; (CKB)1000000000450324,2004,,MIT Press,,9982731835202771,991000000000450324
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Solar resources,Mechanical Engineering; Engineering & Applied Sciences; Mechanical Engineering - General,Unknown,0585374759; 9780585374758; 0262275899; 9780262275897; 0262081849; 9780262081849,"Hulstrum, Roland L Author",(PQKB)10497966; (PQKBWorkID)10202220; (PQKBTitleCode)TC248299; (PQKBTitleCode)TC0000248299; (PQKBManifestationID)12043592; (SSID)ssj248299; (SSID)ssj0000248299; (PQKB)10454109; (PQKBWorkID)10885314; (PQKBTitleCode)TC937692; (PQKBTitleCode)TC0000937692; (PQKBManifestationID)11565489; (SSID)ssj937692; (SSID)ssj0000937692; (CKB)111004366549870,1989,,MIT Press,,9982694961302771,99111004366549870
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Statistical energy analysis of dynamical systems theory and applications,Civil & Environmental Engineering; Engineering & Applied Sciences; Civil Engineering,Unknown,026231097X; 9780262310970,"Lyon, Richard H Author",(PQKB)10069226; (PQKBWorkID)10886080; (PQKBTitleCode)TC937694; (PQKBTitleCode)TC0000937694; (PQKBManifestationID)11612316; (SSID)ssj937694; (SSID)ssj0000937694; (CKB)2670000000263768,2003,,MIT Press,,9982748687202771,992670000000263768
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"Streaming, Sharing, Stealing : Big Data and the Future of Entertainment /",Streaming technology (Telecommunications); Data transmission systems; Big data; Motion pictures; Electronic books,Unknown,9780262034791; 0262034794; 9780262335881; 0262335883,"Smith, Michael D., 1968 - , author.",(CKB)3710000000861352,2016.,,The MIT Press,,9983024796902771,(CKB)3710000000861352
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Structure and interpretation of computer programs,Engineering & Applied Sciences; Computer Science,Unknown,0262310910; 9780262310918,"Abelson, Harold Author",(PQKB)10642186; (PQKBWorkID)10876768; (PQKBTitleCode)TC937696; (PQKBTitleCode)TC0000937696; (PQKBManifestationID)11509087; (SSID)ssj937696; (SSID)ssj0000937696; (CKB)2670000000263716,1996,,MIT Press,,9982748699602771,992670000000263716
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"Super Power, Spoony Bards, and Silverware:The Super Nintendo Entertainment System",,Unknown,0262341492; 9780262341493,,(CKB)4100000000460427,,,MIT Press,,9983326080002771,(CKB)4100000000460427
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,Technologies of Vision : The War Between Data and Images,,Unknown,0262343339; 9780262343336; 0262037017; 9780262037013,"Anderson, Steve F.",(CKB)4340000000209580,,,MIT Press,,9983328999402771,(CKB)4340000000209580
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,The AI Business: Commercial Uses of Artificial Intelligence,,Unknown,026225722X; 9780262257220,,(CKB)2670000000263596,,,MIT Press,,9982748351502771,992670000000263596
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,The Age of Electroacoustics:Transforming Science and Sound,,Unknown,0262336529; 9780262336529,,(CKB)3710000001507800,,,MIT Press,,9983326080902771,(CKB)3710000001507800
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,The Age of Electronic Messages,,Unknown,0262257092; 9780262257091,,(CKB)2670000000263723,,,MIT Press,,9982748697602771,992670000000263723
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,The Definition of Standard ML,,Unknown,0262287005; 9780262287005,,(CKB)2670000000263641,,,MIT Press,,9982748350302771,992670000000263641
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,"The Internal Combustion Engine in Theory and Practice: Thermodynamics, Fluid Flow, Performance. Vol. 1",Mechanical Engineering; Engineering & Applied Sciences; Mechanical Engineering - General,Unknown,026231102X; 9780262311021; 0262311038; 9780262311038,"Taylor, Charles Fayette, 1894-1996. Author",(PQKB)11485660; (PQKBWorkID)10680091; (PQKBTitleCode)TC702508; (PQKBTitleCode)TC0000702508; (PQKBManifestationID)11410793; (SSID)ssj702508; (SSID)ssj0000702508; (PQKB)10004289; (PQKBWorkID)10687355; (PQKBTitleCode)TC702507; (PQKBTitleCode)TC0000702507; (PQKBManifestationID)11369331; (SSID)ssj702507; (SSID)ssj0000702507; (CKB)2670000000263718,1968,,MIT Press,,9982748699302771,992670000000263718
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,The Inversion Factor : How to Thrive in the IoT Economy,,Unknown,0262344939; 9780262344937; 0262037270; 9780262037273,"Bernardi, Linda",(CKB)4340000000209582,,,MIT Press,,9983328999302771,(CKB)4340000000209582
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,The Stuff of Bits : An Essay on the Materialities of Information,,Unknown,0262340127; 9780262340120; 0262036207; 9780262036207,,(CKB)3710000001407583,,,MIT Press,,9983326082202771,(CKB)3710000001407583
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,The Systemic Image:A New Theory of Interactive Real-Time Simulations,,Unknown,0262335549; 9780262335546; 0262035049; 9780262035040,,(CKB)3710000001507801,,,MIT Press,,9983326080802771,(CKB)3710000001507801
IEEE Xplore MIT Press eBooks Library—Computing & Engineering Collection,Unknown,Available,The Turing test verbal behavior as the hallmark of intelligence,Engineering & Applied Sciences; Computer Science,Unknown,0262256975; 9780262256971,,(PQKB)10169048; (PQKBWorkID)10877236; (PQKBTitleCode)TC937702; (PQKBTitleCode)TC0000937702; (PQKBManifestationID)11583983; (SSID)ssj937702; (SSID)ssj0000937702; (CKB)2670000000263588,2004,,MIT Press,,9982748352402771,992670000000263588
